restaurant_id,name,days_in_advance,primary_cuisine,secondary_cuisines,primary_dining_style,secondary_dining_styles,facilities,primary_place,places,hashtags,weighted_rating_score,total_revenue,total_bookings,total_guests,total_no_shows,total_temporary_bookings,avg_revenue_per_booking,no_show_rate,kol_views,kol_likes,kol_comments,unique_kols_used,web_views,web_revenue,restaurant_name_en,restaurant_name_th,extracted_location,kol_engagement_rate
898.0,,,,,,,,,,,,21980.0,1.0,2.0,0.0,0.0,21980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shabu De Bear I'm Park Chula,ชาบูเดอแบร์ แอมพาร์ค จุฬา,Bangkok,0.0
901.0,Brasserie 9,90.0,french,Unknown,fine dining,fine dining,indoor seating,btsroute:bts chong nonsi,"mrtroute:mrt sam yan, btsroute:bts chong nonsi, popularzone:silom",amex,4.738568412580288,7202160.0,95.0,228.0,0.0,2.0,75812.21052631579,0.0,6016.0,271.0,8.0,1.0,0.0,0.0,Brasserie 9,แบรสเซอรี่ ไนน์,Vietnamese,0.04637632978723404
902.0,The Berkeley Dining Room,90.0,international,"chinese, australian, thai, european, international",buffet,"hotel buffet, hotel restaurant, buffet, fine dining","accommodates 50+ people, accommodates 80+ people, have parking, kids playground, wheelchair access, accommodates 120+ people, free wifi",location:ratchathewi,popularzone:pratunaam,"christmas & new year deal, amex, international fine dining accomodating 50+ people, big group dining, hotel buffet recommended",4.51319545232844,83651940.0,2830.0,7202.0,50.0,49.0,29558.989399293285,0.0176678445229682,0.0,0.0,0.0,0.0,1797.0,0.0,The Berkeley Dining Room,เดอะ เบอร์เคลีย์ ไดนิ่งรูม,Japanese,0.0
911.0,Kisso at The Westin Grande Sukhumvit,90.0,japanese,Unknown,buffet,"buffet, hotel restaurant, family friendly, omakase, hotel buffet","free wifi, private room up to 20 people, indoor seating, have baby chair, accommodates 80+ people, halal, private room up to 10 people, scenic view, vegan/vegetarian friendly, have parking, valet parking, accommodates 50+ people",btsroute:bts asok,"btsroute:bts asok, popularzone:asok","top sales hotel restaurants, japanese omakase in watthana, hotel buffet recommended",4.761340986011611,35818696.0,664.0,1973.0,9.0,10.0,53943.819277108436,0.01355421686746988,0.0,0.0,0.0,0.0,156.0,0.0,Kisso at The Westin Grande Sukhumvit,คิสโสะ @ เดอะเวสทิน แกรนด์ สุขุมวิท,European,0.0
915.0,Neta Grill Seacon Square Srinagarindra,90.0,japanese,Unknown,grill/bbq,"chain restaurant, buffet, family friendly, grill/bbq, casual dining","have parking, wheelchair access, accommodates 50+ people, indoor seating",popularzone:srinakarin,"popularzone:srinakarin, popularzone:rangsit","come more pay less, time to celebrate, amex",4.318113795909531,37612438.0,1265.0,3656.0,32.0,30.0,29733.15256916996,0.025296442687747035,33574.0,1114.0,32.0,2.0,185.0,0.0,Neta Grill Seacon Square Srinagarindra,เนตะ กริว ซีคอนสแควร์ ศรีนครินทร์,Vietnamese,0.03413355572764639
923.0,Boon Tong Kee The Up Rama 3,90.0,chinese,chinese,casual dining,"family friendly, mall restaurant, chain restaurant, casual dining","have parking, have baby chair, indoor seating",awardtype:50 million milestone,popularzone:sathu pradit,"celebration redtable awards 2025, redtable 2024 award winner, time to celebrate, amex",4.738186021709584,184255640.0,14869.0,50226.0,62.0,132.0,12391.932207949425,0.004169749142511265,0.0,0.0,0.0,0.0,135.0,0.0,Boon Tong Kee The Up Rama 3,บุญตงกี่ ดิอัพพระราม 3,Chinese,0.0
924.0,TORA Yakiniku x Café The City Connect ,60.0,japanese,Unknown,grill/bbq,"family friendly, casual dining, chain restaurant, mall restaurant, buffet, grill/bbq","accommodates 50+ people, have parking, indoor seating",location:bang khae,popularzone:tha phra,amex,4.291553414906541,15236076.0,197.0,666.0,0.0,6.0,77340.48730964467,0.0,0.0,0.0,0.0,0.0,19.0,0.0,TORA Yakiniku x Café The City Connect,โทระ ยากินิกุ เอ็กซ์ คาเฟ่ เดอะ ซิตี้ คอนเนค,Fusion,0.0
928.0,The Mulberry Chinese Cuisine The Berkeley Hotel,60.0,chinese,Unknown,buffet,"hotel buffet, hotel restaurant, buffet","accommodates 50+ people, have parking, indoor seating, accommodates 80+ people, private room up to 20 people, free wifi",popularzone:pratunaam,"popularzone:chidlom, popularzone:rajdamri, popularzone:ploenchit, btsroute:bts chit lom, popularzone:pratunaam, popularzone:ratchathewi, popularzone:ratchaprasong","best dim sum buffets in bangkok, hotel buffets, amex, hotel buffet recommended, famous restaurants, big group dining",4.811382553681681,83974590.0,2564.0,9264.0,28.0,47.0,32751.40015600624,0.0109204368174727,0.0,0.0,0.0,0.0,216.0,0.0,The Mulberry Chinese Cuisine The Berkeley Hotel,เดอะ มัลเบอร์รี่ ไชนีส คูซีน เดอะ เบอร์เคลีย์ โฮเต็ล,International,0.0
945.0,Crave (Aloft Bangkok - Sukhumvit 11),60.0,international,Unknown,hotel buffet,"buffet, family friendly, hotel restaurant, wine bar, hotel buffet, casual dining","have parking, wheelchair access, indoor seating",popularzone:nana,popularzone:nana,"come more pay less, story of us, hotel buffet recommended",4.721534283210845,18819696.0,766.0,2404.0,32.0,17.0,24568.79373368146,0.04177545691906005,6377.0,132.0,3.0,2.0,216.0,0.0,Crave (Aloft Bangkok - Sukhumvit 11),เครฟ (โรงแรมอลอฟท์ กรุงเทพ - สุขุมวิท 11),International,0.02116982907323193
949.0,Amaya Food Gallery Amari Bangkok,90.0,thai,"international, thai",hotel buffet,"family friendly, hotel restaurant, buffet, hotel buffet","accommodates 50+ people, have parking, wheelchair access, accommodates 80+ people, accommodates 120+ people",popularzone:pratunaam,"popularzone:pratunaam, popularzone:ratchathewi","hotel buffet recommended, amex, restaurants with river view, come more pay less",4.6504851634331885,93016140.0,2752.0,8849.0,33.0,149.0,33799.46947674418,0.011991279069767442,0.0,0.0,0.0,0.0,204.0,0.0,Amaya Food Gallery Amari Bangkok,อมาญา ฟู้ด แกลอรี่ โรงแรม อมารี กรุงเทพ,Chinese,0.0
955.0,Krua Nai Noi Seafood,90.0,thai,Unknown,casual dining,"buffet, casual dining, family friendly","indoor seating, accommodates 50+ people",popularzone:ngamwongwan,"popularzone:ngamwongwan, popularzone:nonthaburi",family friendly thai restaurants under 1000 baht in nonthaburi,4.676663374708928,12023160.0,583.0,2065.0,14.0,4.0,20622.915951972554,0.024013722126929673,0.0,0.0,0.0,0.0,29.0,0.0,Krua Nai Noi Seafood,ครัวนายน้อย ซีฟู๊ด,Steakhouse,0.0
979.0,,,,,,,,,,,,26398200.0,908.0,2072.0,36.0,19.0,29072.907488986784,0.039647577092511016,0.0,0.0,0.0,0.0,0.0,0.0,Hi So Rooftop Bar So/ Bangkok,ไฮโซ รูฟท็อป บาร์ @ โรงเเรม โซ เเบงคอก,European,0.0
982.0,Prince Cafe at Prince Palace Hotel Bangkok,60.0,international,"american, european, thai, international",buffet,"family friendly, buffet, hotel restaurant","accommodates 120+ people, free wifi, have parking, free event equipment, indoor seating, accommodates 80+ people, accommodates 50+ people",popularzone:rama 4,popularzone:rama 4,"time to celebrate, amex",4.601536546471638,74658324.0,4838.0,15972.0,85.0,64.0,15431.650268706077,0.01756924348904506,100063.0,4716.0,41.0,0.0,126.0,0.0,Prince Cafe at Prince Palace Hotel Bangkok,ปรินซ์คาเฟ่ โรงแรมปรินซ์พาเลซ กรุงเทพ,International,0.04754004976864575
984.0,China Palace at Prince Palace Hotel Bangkok,60.0,chinese,Unknown,buffet,"casual dining, hotel buffet, family friendly, buffet, hotel restaurant","accommodates 50+ people, wheelchair access, accommodates 80+ people, accommodates 120+ people, have parking, indoor seating",location:pom prap sattru phai,Unknown,"best dim sum buffets in bangkok, amex, time to celebrate",4.440236252132398,73322928.0,2071.0,8281.0,20.0,28.0,35404.60067600193,0.009657170449058426,0.0,0.0,0.0,0.0,270.0,0.0,China Palace at Prince Palace Hotel Bangkok,ไชน่าพาเลซ โรงแรมปรินซ์พาเลซ กรุงเทพ,Singaporean,0.0
997.0,Cafe Claire by Oriental Residence,90.0,french,"italian, international, french, european",buffet,"buffet, fine dining","wheelchair access, have parking, indoor seating",location:pathum wan,popularzone:ploenchit,"top 10 restaurant bkk (indo), italian fine dining restaurants under 1000 baht, amex, birthday celebration, you&i, hotel buffet recommended, celebrate love with us",4.686427779200644,37925440.0,1500.0,4285.0,16.0,28.0,25283.626666666667,0.010666666666666666,0.0,0.0,0.0,0.0,67.0,0.0,Cafe Claire by Oriental Residence,คาเฟ่แคลร์,Chinese,0.0
1000.0,Neta Grill Central Rama 2,90.0,japanese,Unknown,grill/bbq,"family friendly, grill/bbq, chain restaurant, casual dining, buffet","accommodates 50+ people, have parking, wheelchair access, indoor seating",shoppingmall:central rama 2,shoppingmall:central rama 2,"amex, come more pay less, time to celebrate",4.38069292966809,14287145.0,542.0,1601.0,6.0,18.0,26360.046125461253,0.01107011070110701,0.0,0.0,0.0,0.0,146.0,0.0,Neta Grill Central Rama 2,เนตะ กริว เซ็นทรัลพระราม 2,Japanese,0.0
1003.0,Greenhouse Restaurant Avani Sukhumvit Bangkok,60.0,thai,"fusion, international, thai",hotel buffet,"hotel buffet, family friendly, casual dining, hotel restaurant","have parking, scenic view, outdoor seating, indoor seating, wheelchair access",btsroute:bts on nut,"popularzone:phra khanong, btsroute:bts on nut","top sales hotel restaurants, free-flow promotion, birthday celebration, amex, celebrate love with us, come more pay less",4.804211071927054,101667800.4,2937.0,11267.0,52.0,28.0,34616.20715015322,0.017705141300646918,0.0,0.0,0.0,0.0,209.0,0.0,Greenhouse Restaurant Avani Sukhumvit Bangkok,กรีนเฮ้าส์ โรงแรมอวานีสุขุมวิท,Singaporean,0.0
1006.0,,,,,,,,,,,,95301670.0,8156.0,22342.0,202.0,139.0,11684.85409514468,0.024767042667974498,3869.0,66.0,4.0,1.0,0.0,0.0,Ruen Petch Suki Central Bangna,เรือนเพชรสุกี้ เซ็นทรัลบางนา,Chinese,0.018092530369604547
1007.0,Ruen Petch Suki Nonthaburi Bypass Road,60.0,thai,Unknown,hot pot/shabu,"family friendly, casual dining, hot pot/shabu, buffet, chain restaurant",indoor seating,popularzone:nonthaburi,"popularzone:rattanathibet, popularzone:nonthaburi","time to celebrate, nonchopkin, family friendly thai restaurants under 1000 baht in nonthaburi, amex",4.688444742770883,54566290.0,4589.0,13042.0,64.0,76.0,11890.671170189584,0.013946393549792983,0.0,0.0,0.0,0.0,171.0,0.0,Ruen Petch Suki Nonthaburi Bypass Road,เรือนเพชรสุกี้ ถนนเลี่ยงเมืองนนทบุรี (รัตนาธิเบศร์),Chinese,0.0
1008.0,,,,,,,,,,,,1606100.0,117.0,411.0,0.0,4.0,13727.350427350428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Talay Ari,ทะเล อารีย์,Thai,0.0
1016.0,,,,,,,,,,,,100178710.0,11317.0,11805.0,1.0,9.0,8852.055315012813,8.836264027569144e-05,0.0,0.0,0.0,0.0,0.0,0.0,Latest Recipe & Tempo Bar mezzanine floor at Le Meridien Hotel,เลเทส เรซิพี แอนด์ เท็มโพ บาร์ แมสสานิน โรงแรมเลอ เมอริเดียน กรุงเทพ,Italian,0.0
1023.0,The Emperor Montien Riverside Hotel,90.0,chinese,Unknown,hotel restaurant,"family friendly, casual dining, hotel buffet, buffet, hotel restaurant","wheelchair access, indoor seating, have parking",location:bang kho laem,popularzone:rama 3,"amex, best dim sum buffets in bangkok, hotel buffet recommended",4.721857562313056,38531280.0,1276.0,4648.0,81.0,11.0,30196.92789968652,0.06347962382445141,0.0,0.0,0.0,0.0,705.0,0.0,The Emperor Montien Riverside Hotel,ดิ เอมเพอเรอร์ โรงแรม มณเฑียร ริเวอร์ไซด์,Chinese,0.0
1039.0,KBBQ Sukhumvit ,90.0,korean,Unknown,buffet,"grill/bbq, chain restaurant, family friendly, casual dining, buffet","indoor seating, accommodates 50+ people",popularzone:asok,"popularzone:asok, popularzone:nana, btsroute:bts nana","time to celebrate, top 10 restaurant bkk (swe), must visit bkk 2025 for hongkong tourists, birthday celebration, famous restaurants, buffet mania",4.70945686344105,90020230.0,5459.0,20816.0,268.0,0.0,16490.241802527937,0.049093240520241804,0.0,0.0,0.0,0.0,292.0,0.0,KBBQ Sukhumvit,เคบีบีคิว สุขุมวิท,International,0.0
1056.0,,,,,,,,,,,,6740232.0,169.0,549.0,2.0,1.0,39883.02958579882,0.011834319526627219,0.0,0.0,0.0,0.0,0.0,0.0,Flamenco Sky Bar Lounge Emquartier,ฟลาเมงโก สกาย บาร์ เอ็มควอเทียร์,International,0.0
1058.0,,,,,,,,,,,,304590.0,32.0,71.0,0.0,1.0,9518.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shabu Street UdomSuk Soi 16,ชาบู สตรีท อุดมสุข ซอย 16,Thai,0.0
1063.0,Boon Tong Kee Central Eastville,90.0,singaporean,chinese,casual dining,"casual dining, chain restaurant, mall restaurant, family friendly","have baby chair, have parking, indoor seating",awardtype:50 million milestone,"popularzone:chokchai 4, popularzone:kaset nawamin, shoppingmall:central eastville","redtable 2024 award winner, amex, celebration redtable awards 2025, time to celebrate",4.741672230861884,21049500.0,2132.0,5909.0,59.0,82.0,9873.12382739212,0.027673545966228893,0.0,0.0,0.0,0.0,0.0,0.0,Boon Tong Kee Central Eastville,บุญตงกี่ เซ็นทรัล เฟสติวัล อีสต์วิลล์,Chinese,0.0
1065.0,Brewski Rooftop Sports Bar Radisson Blu Plaza Bangkok (Indoor),60.0,international,"fusion, international",rooftop,"casual dining, pub/bar, rooftop, sports bar","sports screening, wheelchair access, indoor seating, have parking",popularzone:asok,"btsroute:bts asok, popularzone:phrom phong, popularzone:asok",pizza,4.412765536118661,7465930.0,528.0,1338.0,80.0,0.0,14140.01893939394,0.15151515151515152,0.0,0.0,0.0,0.0,64.0,0.0,Brewski Rooftop Sports Bar Radisson Blu Plaza Bangkok (Indoor),บรูสกี้ สปอร์ต บาร์ เรดิสัน บลู พลาซ่า กรุงเทพฯ,International,0.0
1069.0,27 Bites Brasserie at Radisson Blu Plaza Bangkok,60.0,international,"international, fusion",buffet,"buffet, hotel restaurant, family friendly, hotel buffet, casual dining","wheelchair access, have parking, indoor seating",btsroute:bts asok,"popularzone:phrom phong, popularzone:asok, btsroute:bts asok","hotel buffets, international buffet near phrom phong, asok, thonglor under 1000 baht, amex, pizza",4.704255051767612,18738500.0,572.0,1896.0,7.0,2.0,32759.615384615383,0.012237762237762238,0.0,0.0,0.0,0.0,215.0,0.0,27 Bites Brasserie at Radisson Blu Plaza Bangkok,ทเวนตี้ เซเว่น ไบทส์ เรดิสัน บลู พลาซ่า บางกอก,Latin American,0.0
1075.0,Jaw Nuea Chokchai 4,90.0,thai,"steakhouse, thai",grill/bbq,"casual dining, family friendly, grill/bbq",indoor seating,popularzone:chokchai 4,Unknown,amex,4.234219278829826,1466820.0,90.0,185.0,0.0,4.0,16298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaw Nuea Chokchai 4,จ้าวเนื้อ โชคชัย 4,Korean,0.0
1142.0,,,,,,,,,,,,6441443.9,183.0,470.0,1.0,4.0,35199.14699453552,0.00546448087431694,0.0,0.0,0.0,0.0,0.0,0.0,1826 Mixology & Rooftop Bar Rembrandt Hotel,1826 มิกซ์โซโลจี แอนด์ รูฟท็อปบาร์ โรงแรมแรมแบรนดท์,Fusion,0.0
1146.0,Yao Rooftop Bar Bangkok Marriott Hotel The Surawongse,60.0,chinese,"chinese, international",rooftop,"hotel restaurant, rooftop, open air/outdoor","free wifi, accommodates 120+ people, accommodates 50+ people, accommodates 80+ people, dj, indoor seating, outdoor seating, have parking, scenic view",popularzone:silom,popularzone:silom,Unknown,4.690593948832198,9703500.0,367.0,826.0,18.0,10.0,26440.054495912806,0.04904632152588556,0.0,0.0,0.0,0.0,525.0,0.0,Yao Rooftop Bar Bangkok Marriott Hotel The Surawongse,เย่า รูฟท็อป บาร์ แบงค็อก แมริออท สุรวงศ์,International,0.0
1153.0,The Kitchen Table (Buffet) at W Bangkok Hotel ,90.0,international,"american, italian, european, fusion, international",hotel restaurant,"hotel buffet, chain restaurant, buffet, casual dining, family friendly, hotel restaurant","wheelchair access, indoor seating, have parking",btsroute:bts chong nonsi,"popularzone:silom, btsroute:bts saint louis, btsroute:bts chong nonsi","you&i, buffet mania, pizza, time to celebrate, amex, hottest promotion, top sales hotel restaurants, come more pay less",4.778829504603387,120722076.0,6693.0,24061.0,63.0,92.0,18037.06499327656,0.00941281936351412,0.0,0.0,0.0,0.0,861.0,0.0,The Kitchen Table (Buffet) at W Bangkok Hotel,The Kitchen Table (Buffet) at W Bangkok Hotel,Thai,0.0
